Temperature,activation,batch_size,epochs,input_dim,loss,lr,s,w1,w2,w3,wht,Free_eng_score,eng_score,ent_score,mae_feng
1200,leaky_relu,32,300,30,mse,0.1,4,3,2,100,0.9,0.8738995060808313,0.9313675906148505,0.9051568092714879,1422.796638413508
1200,leaky_relu,32,300,30,mse,0.1,4,3,3,1,0.9,0.7407188982369313,0.9632440579608494,0.8418836086620654,2759.097284605225
1200,leaky_relu,32,300,30,mse,0.1,4,3,3,10,0.9,0.8815636488482959,0.9821033693433918,0.9217101559863558,1415.4506980955505
1200,leaky_relu,32,300,30,mse,0.1,4,3,3,50,0.9,0.7754131837996325,0.9009125374180655,0.8467457028646869,2447.8944781430364
1200,leaky_relu,32,300,30,mse,0.1,4,3,3,100,0.9,0.8212932468167384,0.8766950541246844,0.8730389857893524,1937.631490742452
1200,leaky_relu,32,300,30,mse,0.1,4,3,4,1,0.9,0.8260362482020415,0.9791263219909534,0.8864566145946169,1907.4245177111518
1200,leaky_relu,32,300,30,mse,0.1,4,3,4,10,0.9,0.8418382743307892,0.9823071456623312,0.8975018675764447,1832.5557945756702
1200,leaky_relu,32,300,30,mse,0.1,4,3,4,50,0.9,0.7807616712131789,0.9531442761723964,0.851815721499877,2337.254158543021
1200,leaky_relu,32,300,30,mse,0.1,4,3,4,100,0.9,0.8899041987031204,0.9366020592735083,0.9238257191712191,1278.177044155295
1200,leaky_relu,32,300,30,mse,0.1,4,4,2,1,0.9,0.839500160819538,0.981815902946445,0.8964910294863457,1891.6606437108608
1200,leaky_relu,32,300,30,mse,0.1,4,4,2,10,0.9,0.8903655888156422,0.977126489027709,0.9265930066747561,1294.5839722156163
1200,leaky_relu,32,300,30,mse,0.1,4,4,2,50,0.9,0.8524527915403517,0.9541487486584842,0.8946214064849074,1639.2464460485603
1200,leaky_relu,32,300,30,mse,0.1,4,4,2,100,0.9,0.7651715578919832,0.7589382735081123,0.8708915597208374,2682.138310885499
1200,leaky_relu,32,300,30,mse,0.1,4,4,3,1,0.9,0.7996870490945676,0.9814791303911756,0.8753777158180185,2208.9150994259203
1200,leaky_relu,32,300,30,mse,0.1,4,4,3,10,0.9,0.8715190127701864,0.9809429664740896,0.9161656576869105,1522.57077775596
1200,leaky_relu,32,300,30,mse,0.1,4,4,3,50,0.9,0.8446952536537513,0.9577258098815986,0.897661131499274,1747.7973206946854
1200,leaky_relu,32,300,30,mse,0.1,4,4,3,100,0.9,0.7625411236444286,0.94844080137284,0.8576419271404702,2563.1640901857845
1200,leaky_relu,32,300,30,mse,0.1,4,4,4,1,0.9,0.6885011658684672,0.9797534297777837,0.8055262359332072,3339.6353829146537
1200,leaky_relu,32,300,30,mse,0.1,4,4,4,10,0.9,0.8474120998275785,0.960314370326971,0.9097576719830458,1779.422924513382
1200,leaky_relu,32,300,30,mse,0.1,4,4,4,50,0.9,0.8030449459776274,0.9615119627067699,0.8708289503649973,2131.983253354972
1200,leaky_relu,32,300,30,mse,0.1,4,4,4,100,0.9,0.852114317928079,0.9578853345521543,0.9088904292575536,1665.5168850572322
