,Unnamed: 0,composition,mat_id,F_kJ/mol,S _J/K/mol,e_kJ/mol,avg_ Atomic_Number,avg_ Atomic_Weight,avg_Period,avg_group,avg_families,avg_Mendeleev Number,avg_Atomic Radus,avg_ Covalent_Radius,avg_Zunger radii sum,avg_ionic radius,avg_crystal radius,avg_ Pauling_Electronegativity,avg_MB electonegativity,avg_Gordy electonegativity,avg_Mullinke EN,avg_Allred-Rockow electronegativity,avg_metallic valence,avg_number of valence electrons,avg_gilmor number of valence electron,avg_valence s,avg_valence p,avg_valence d,avg_outer shell electrons,avg_1st ionization potential (kJ/mol),avg_polarizability(A^3),avg_Melting point (K),avg_Boiling Point (K),avg_Density (g/mL),avg_specific heat (J/g K) ,avg_heat of fusion (kJ/mol) ,avg_heat of vaporization (kJ/mol) ,avg_thermal conductivity (W/(m K)) ,avg_heat atomization (kJ/mol),avg_Cohesive energy,avg_electron affinity (kJ/mol),diff_ Atomic_Number,diff_ Atomic_Weight,diff_Period,diff_group,diff_families,diff_Mendeleev Number,diff_Atomic Radus,diff_ Covalent_Radius,diff_Zunger radii sum,diff_ionic radius,diff_crystal radius,diff_ Pauling_Electronegativity,diff_MB electonegativity,diff_Gordy electonegativity,diff_Mullinke EN,diff_Allred-Rockow electronegativity,diff_metallic valence,diff_number of valence electrons,diff_gilmor number of valence electron,diff_valence s,diff_valence p,diff_valence d,diff_outer shell electrons,diff_1st ionization potential (kJ/mol),diff_polarizability(A^3),diff_Melting point (K),diff_Boiling Point (K),diff_Density (g/mL),diff_specific heat (J/g K) ,diff_heat of fusion (kJ/mol) ,diff_heat of vaporization (kJ/mol) ,diff_thermal conductivity (W/(m K)) ,diff_heat atomization (kJ/mol),diff_Cohesive energy,diff_electron affinity (kJ/mol),max_ Atomic_Number,max_ Atomic_Weight,max_Period,max_group,max_families,max_Mendeleev Number,max_Atomic Radus,max_ Covalent_Radius,max_Zunger radii sum,max_ionic radius,max_crystal radius,max_ Pauling_Electronegativity,max_MB electonegativity,max_Gordy electonegativity,max_Mullinke EN,max_Allred-Rockow electronegativity,max_metallic valence,max_number of valence electrons,max_gilmor number of valence electron,max_valence s,max_valence p,max_valence d,max_outer shell electrons,max_1st ionization potential (kJ/mol),max_polarizability(A^3),max_Melting point (K),max_Boiling Point (K),max_Density (g/mL),max_specific heat (J/g K) ,max_heat of fusion (kJ/mol) ,max_heat of vaporization (kJ/mol) ,max_thermal conductivity (W/(m K)) ,max_heat atomization (kJ/mol),max_Cohesive energy,max_electron affinity (kJ/mol),min_ Atomic_Number,min_ Atomic_Weight,min_Period,min_group,min_families,min_Mendeleev Number,min_Atomic Radus,min_ Covalent_Radius,min_Zunger radii sum,min_ionic radius,min_crystal radius,min_ Pauling_Electronegativity,min_MB electonegativity,min_Gordy electonegativity,min_Mullinke EN,min_Allred-Rockow electronegativity,min_metallic valence,min_number of valence electrons,min_gilmor number of valence electron,min_valence s,min_valence p,min_valence d,min_outer shell electrons,min_1st ionization potential (kJ/mol),min_polarizability(A^3),min_Melting point (K),min_Boiling Point (K),min_Density (g/mL),min_specific heat (J/g K) ,min_heat of fusion (kJ/mol) ,min_heat of vaporization (kJ/mol) ,min_thermal conductivity (W/(m K)) ,min_heat atomization (kJ/mol),min_Cohesive energy,min_electron affinity (kJ/mol),nsites
431,431,H5F5,g,-615.2508,646.198,160.187,5.0,10.0031715,1.5,9.0,7.5,92.5,0.375,0.545,0.8275,0.375,0.645,3.09,2.94,8.6319,8.795,3.2465,0.0,4.0,4.0,1.5,2.5,0.0,4.0,1496.5,0.667,33.7,52.65,0.00088495,7.562,0.15694,1.85958,0.1047,148.5,0.42,200.46695,8,17.990463,1,16,1,1,0.25,0.35,0.845,0.25,1.09,1.78,1.68,2.907,3.23,1.893,0.0,6,6,1,5,0,6,369,0.066,39.3,64.8,0.0016301,13.484,0.19652,2.82044,0.1536,139,0.84,255.3959,9,18.998403,2,17,8,93,0.5,0.72,1.25,0.5,1.19,3.98,3.78,10.0854,10.41,4.193,0.0,7,7,2,5,0,7,1681,0.7,53.35,85.05,0.0017,14.304,0.2552,3.2698,0.1815,218,0.84,328.1649,1,1.00794,1,1,7,92,0.25,0.37,0.405,0.25,0.1,2.2,2.1,7.1784,7.18,2.3,0.0,1,1,1,0,0,1,1312,0.634,14.05,20.25,6.99e-05,0.82,0.05868,0.44936,0.0279,79,0.0,72.769,10
432,432,H6F6,g,-712.3872,756.332,195.211,5.0,10.0031715,1.5,9.0,7.5,92.5,0.375,0.545,0.8275,0.375,0.645,3.09,2.94,8.6319,8.795,3.2465,0.0,4.0,4.0,1.5,2.5,0.0,4.0,1496.5,0.667,33.7,52.65,0.00088495,7.562,0.15694,1.85958,0.1047,148.5,0.42,200.46695,8,17.990463,1,16,1,1,0.25,0.35,0.845,0.25,1.09,1.78,1.68,2.907,3.23,1.893,0.0,6,6,1,5,0,6,369,0.066,39.3,64.8,0.0016301,13.484,0.19652,2.82044,0.1536,139,0.84,255.3959,9,18.998403,2,17,8,93,0.5,0.72,1.25,0.5,1.19,3.98,3.78,10.0854,10.41,4.193,0.0,7,7,2,5,0,7,1681,0.7,53.35,85.05,0.0017,14.304,0.2552,3.2698,0.1815,218,0.84,328.1649,1,1.00794,1,1,7,92,0.25,0.37,0.405,0.25,0.1,2.2,2.1,7.1784,7.18,2.3,0.0,1,1,1,0,0,1,1312,0.634,14.05,20.25,6.99e-05,0.82,0.05868,0.44936,0.0279,79,0.0,72.769,12
433,433,H7F7,g,-808.3656,865.501,230.236,5.0,10.0031715,1.5,9.0,7.5,92.5,0.375,0.545,0.8275,0.375,0.645,3.09,2.94,8.6319,8.795,3.2465,0.0,4.0,4.0,1.5,2.5,0.0,4.0,1496.5,0.667,33.7,52.65,0.00088495,7.562,0.15694,1.85958,0.1047,148.5,0.42,200.46695,8,17.990463,1,16,1,1,0.25,0.35,0.845,0.25,1.09,1.78,1.68,2.907,3.23,1.893,0.0,6,6,1,5,0,6,369,0.066,39.3,64.8,0.0016301,13.484,0.19652,2.82044,0.1536,139,0.84,255.3959,9,18.998403,2,17,8,93,0.5,0.72,1.25,0.5,1.19,3.98,3.78,10.0854,10.41,4.193,0.0,7,7,2,5,0,7,1681,0.7,53.35,85.05,0.0017,14.304,0.2552,3.2698,0.1815,218,0.84,328.1649,1,1.00794,1,1,7,92,0.25,0.37,0.405,0.25,0.1,2.2,2.1,7.1784,7.18,2.3,0.0,1,1,1,0,0,1,1312,0.634,14.05,20.25,6.99e-05,0.82,0.05868,0.44936,0.0279,79,0.0,72.769,14
434,434,HFO,g,-303.5748,286.296,39.981,6.0,12.0019143333333,1.66666666666667,11.3333333333333,7.33333333333333,90.6666666666667,0.45,0.606666666666667,0.706666666666667,0.45,0.833333333333333,3.20666666666667,3.06666666666667,8.5447,8.37666666666667,3.36766666666667,0.0,4.66666666666667,4.66666666666667,1.66666666666667,3.0,0.0,4.66666666666667,1435.66666666667,0.709,40.7166666666667,65.15,0.001066633333333,5.348,0.178823333333333,2.37635333333333,0.078713333333333,182.0,1.15333333333333,180.636633333333,8,17.990463,1,16,1,6,0.35,0.36,0.845,0.35,1.11,1.78,1.68,2.907,3.23,1.893,0.0,6,6,1,5,0,6,369,0.159,40.7,69.9,0.0016301,13.484,0.19652,2.96054,0.15476,170,2.62,255.3959,9,18.998403,2,17,8,93,0.6,0.73,1.25,0.6,1.21,3.98,3.78,10.0854,10.41,4.193,0.0,7,7,2,5,0,7,1681,0.793,54.75,90.15,0.0017,14.304,0.2552,3.4099,0.1815,249,2.62,328.1649,1,1.00794,1,1,7,87,0.25,0.37,0.405,0.25,0.1,2.2,2.1,7.1784,7.18,2.3,0.0,1,1,1,0,0,1,1312,0.634,14.05,20.25,6.99e-05,0.82,0.05868,0.44936,0.02674,79,0.0,72.769,3
435,435,HFO3S,g,-429.708,437.527,95.324,8.33333333333333,16.6784238333333,2.0,13.6666666666667,7.16666666666667,89.0,0.591666666666667,0.716666666666667,0.691666666666667,0.591666666666667,0.891666666666667,3.18,3.08166666666667,8.03675,7.73833333333333,3.31866666666667,0.333333333333333,5.33333333333333,5.33333333333333,1.83333333333333,3.5,0.0,5.33333333333333,1322.5,1.10216666666667,102.933333333333,182.266666666667,0.346009983333333,3.099,0.449858333333333,3.95814333333333,0.093103333333333,220.5,1.925,170.712,15,31.05806,2,16,1,6,0.75,0.65,0.845,0.75,1.11,1.78,1.68,4.2396,4.19,1.893,2.0,6,6,1,5,0,6,681,2.266,371.9,697.6,2.0699301,13.594,1.65882,9.35064,0.24226,200,2.85,255.3959,16,32.066,3,17,8,93,1.0,1.02,1.25,1.0,1.21,3.98,3.78,10.0854,10.41,4.193,2.0,7,7,2,5,0,7,1681,2.9,385.95,717.85,2.07,14.304,1.7175,9.8,0.269,279,2.85,328.1649,1,1.00794,1,1,7,87,0.25,0.37,0.405,0.25,0.1,2.2,2.1,5.8458,6.22,2.3,0.0,1,1,1,0,0,1,1000,0.634,14.05,20.25,6.99e-05,0.71,0.05868,0.44936,0.02674,79,0.0,72.769,6
436,436,H3FSi,g,-336.042,337.506,68.965,5.2,10.0215446,1.6,6.8,7.0,89.4,0.47,0.588,1.115,0.47,0.378,2.496,2.412,7.16116,7.344,2.6018,0.8,2.8,2.8,1.4,1.4,0.0,2.8,1280.8,1.6268,355.73,554.79,0.46638194,8.8884,10.196248,77.767576,29.71448,237.0,1.094,136.10806,13,27.07756,2,16,2,15,0.85,0.74,1.015,0.85,1.09,2.08,1.8,5.9002,5.64,2.277,4.0,6,6,1,5,0,6,894,4.766,1669.1,2607.9,2.3299301,13.594,50.49132,383.77064,147.9721,373,4.63,255.3959,14,28.0855,3,17,8,93,1.1,1.11,1.42,1.1,1.19,3.98,3.78,10.0854,10.41,4.193,4.0,7,7,2,5,0,7,1681,5.4,1683.15,2628.15,2.33,14.304,50.55,384.22,148.0,452,4.63,328.1649,1,1.00794,1,1,6,78,0.25,0.37,0.405,0.25,0.1,1.9,1.98,4.1852,4.77,1.916,0.0,1,1,1,0,0,1,787,0.634,14.05,20.25,6.99e-05,0.71,0.05868,0.44936,0.0279,79,0.0,72.769,5
437,437,FHg,g,-326.0004,299.552,33.462,44.5,109.7942015,4.0,14.5,6.0,82.0,1.0,1.105,1.4075,1.0,1.01,2.99,2.635,9.16615,7.66,2.9765,2.22,9.5,4.0,2.0,2.5,5.0,4.5,1344.0,3.017,143.8,357.6,6.75085,0.4795,1.2751,31.2494,4.18395,70.0,0.755,139.08245,71,181.591597,4,5,4,22,1.0,0.77,2.005,1.0,0.36,1.98,2.29,1.8385,5.5,2.433,4.44,5,6,0,5,10,5,674,4.766,180.9,545.1,13.4983,0.681,2.0398,55.9592,8.3121,18,0.17,378.1649,80,200.59,6,17,8,93,1.5,1.49,2.41,1.5,1.19,3.98,3.78,10.0854,10.41,4.193,4.44,12,7,2,5,10,7,1681,5.4,234.25,630.15,13.5,0.82,2.295,59.229,8.34,79,0.84,328.1649,9,18.998403,2,12,4,71,0.5,0.72,0.405,0.5,0.83,2.0,1.49,8.2469,4.91,1.76,0.0,7,1,2,0,0,2,1007,0.634,53.35,85.05,0.0017,0.139,0.2552,3.2698,0.0279,61,0.67,-50.0,2
438,438,FI,g,-311.0532,286.854,33.172,31.0,72.9514365,3.5,17.0,8.0,94.5,0.95,1.025,0.995,0.95,1.625,3.32,3.27,8.00865,8.585,3.276,0.0,7.0,7.0,2.0,5.0,5.0,7.0,1344.5,2.817,220.0,271.1,2.46585,0.517,4.0396,12.0109,0.23845,93.0,0.975,311.659,44,107.906067,3,0,0,3,0.9,0.61,1.18,0.9,0.87,1.32,1.02,4.1535,3.65,1.834,0.0,0,0,0,0,10,0,673,4.366,333.3,372.1,4.9283,0.606,7.5688,17.4822,0.4211,28,0.27,33.0118,53,126.90447,5,17,8,96,1.4,1.33,1.585,1.4,2.06,3.98,3.78,10.0854,10.41,4.193,0.0,7,7,2,5,10,7,1681,5.0,386.65,457.15,4.93,0.82,7.824,20.752,0.449,107,1.11,328.1649,9,18.998403,2,17,8,93,0.5,0.72,0.405,0.5,1.19,2.66,2.76,5.9319,6.76,2.359,0.0,7,7,2,5,0,7,1008,0.634,53.35,85.05,0.0017,0.214,0.2552,3.2698,0.0279,79,0.84,295.1531,2
439,439,FK,g,-300.1116,278.098,33.607,14.0,29.0483515,3.0,9.0,4.5,48.0,1.35,1.375,2.0475,1.35,1.355,2.4,2.29,6.4368,6.415,2.4635,0.5,4.0,4.0,1.5,2.5,0.0,4.0,1050.0,22.017,194.875,559.1,0.43085,0.785,1.2946,41.5699,51.21395,84.5,0.887,188.27395,10,20.099897,2,16,7,90,1.7,1.31,3.285,1.7,0.33,3.16,2.98,7.2972,7.99,3.459,1.0,6,6,1,5,0,6,1262,42.766,283.05,948.1,0.8583,0.07,2.0788,76.6002,102.3721,11,0.094,279.7819,19,39.0983,4,17,8,93,2.2,2.03,3.69,2.2,1.52,3.98,3.78,10.0854,10.41,4.193,1.0,7,7,2,5,0,7,1681,43.4,336.4,1033.15,0.86,0.82,2.334,79.87,102.4,90,0.934,328.1649,9,18.998403,2,1,1,3,0.5,0.72,0.405,0.5,1.19,0.82,0.8,2.7882,2.42,0.734,0.0,1,1,1,0,0,1,419,0.634,53.35,85.05,0.0017,0.75,0.2552,3.2698,0.0279,79,0.84,48.383,2
440,440,FLi,g,-266.4864,248.733,31.992,6.0,12.9697015,2.0,9.0,4.5,47.0,0.975,1.175,1.0075,0.975,1.045,2.48,2.34,6.65385,6.71,2.5525,0.5,4.0,4.0,1.5,2.5,0.0,4.0,1100.5,12.467,253.5,850.1,0.27235,2.21,1.6276,74.5949,42.36395,120.0,1.235,193.89875,6,12.057403,0,16,7,92,0.95,0.91,1.205,0.95,0.29,3.0,2.88,6.8631,7.4,3.281,1.0,6,6,1,5,0,6,1161,23.666,400.3,1530.1,0.5413,2.78,2.7448,142.6502,84.6721,82,0.79,268.5323,9,18.998403,2,17,8,93,1.45,1.63,1.61,1.45,1.19,3.98,3.78,10.0854,10.41,4.193,1.0,7,7,2,5,0,7,1681,24.3,453.65,1615.15,0.543,3.6,3.0,145.92,84.7,161,1.63,328.1649,3,6.941,2,1,1,1,0.5,0.72,0.405,0.5,0.9,0.98,0.9,3.2223,3.01,0.912,0.0,1,1,1,0,0,1,520,0.634,53.35,85.05,0.0017,0.82,0.2552,3.2698,0.0279,79,0.84,59.6326,2
441,441,FLiO,g,-333.4152,317.565,47.662,6.66666666666667,13.979601,2.0,11.3333333333333,5.33333333333333,60.3333333333333,0.85,1.02666666666667,0.826666666666667,0.85,1.1,2.8,2.66666666666667,7.226,6.98666666666667,2.905,0.333333333333333,4.66666666666667,4.66666666666667,1.66666666666667,3.0,0.0,4.66666666666667,1171.66666666667,8.57566666666667,187.25,596.783333333333,0.182043333333333,1.78,1.15926333333333,50.8665666666667,28.2515466666667,163.0,1.69666666666667,176.257833333333,6,12.057403,0,16,7,92,0.95,0.91,1.205,0.95,0.31,3.0,2.88,6.8631,7.4,3.281,1.0,6,6,1,5,0,6,1161,23.666,400.3,1530.1,0.54157,2.78,2.77741,142.6502,84.67326,170,1.78,268.5323,9,18.998403,2,17,8,93,1.45,1.63,1.61,1.45,1.21,3.98,3.78,10.0854,10.41,4.193,1.0,7,7,2,5,0,7,1681,24.3,453.65,1615.15,0.543,3.6,3.0,145.92,84.7,249,2.62,328.1649,3,6.941,2,1,1,1,0.5,0.72,0.405,0.5,0.9,0.98,0.9,3.2223,3.01,0.912,0.0,1,1,1,0,0,1,520,0.634,53.35,85.05,0.00143,0.82,0.22259,3.2698,0.02674,79,0.84,59.6326,3
442,442,FMg,g,-292.2012,270.644,32.572,10.5,21.6517015,2.5,9.5,5.0,80.5,1.0,1.04,1.2175,1.0,1.025,2.645,2.545,6.52995,7.08,2.743,1.0,4.5,4.5,2.0,2.5,0.0,4.5,1209.5,5.617,487.75,724.1,0.87085,0.92,4.6046,65.3349,78.01395,113.5,1.175,144.08245,3,5.306597,1,15,6,25,1.0,0.64,1.625,1.0,0.33,2.67,2.47,7.1109,6.66,2.9,2.0,5,5,0,5,0,5,943,9.966,868.8,1278.1,1.7383,0.2,8.6988,124.1302,155.9721,69,0.67,368.1649,12,24.305,3,17,8,93,1.5,1.36,2.03,1.5,1.19,3.98,3.78,10.0854,10.41,4.193,2.0,7,7,2,5,0,7,1681,10.6,922.15,1363.15,1.74,1.02,8.954,127.4,156.0,148,1.51,328.1649,9,18.998403,2,2,2,68,0.5,0.72,0.405,0.5,0.86,1.31,1.31,2.9745,3.75,1.293,0.0,2,2,2,0,0,2,738,0.634,53.35,85.05,0.0017,0.82,0.2552,3.2698,0.0279,79,0.84,-40.0,2
443,443,FMo,g,-322.5924,295.933,32.527,25.5,57.4692015,3.5,11.5,6.0,71.5,0.975,1.01,1.5625,0.975,0.99,3.07,2.86,6.8201,7.155,2.8315,2.89,6.5,5.5,1.5,2.5,2.5,4.0,1182.5,6.717,1471.75,2485.1,5.10085,0.535,16.1276,300.6349,69.01395,368.5,3.83,200.13245,33,76.941597,3,11,4,43,0.95,0.58,2.315,0.95,0.4,1.82,1.84,6.5306,6.51,2.723,5.78,1,3,1,5,5,6,997,12.166,2836.8,4800.1,10.1983,0.57,31.7448,594.7302,137.9721,579,5.98,256.0649,42,95.94,5,17,8,93,1.45,1.3,2.72,1.45,1.19,3.98,3.78,10.0854,10.41,4.193,5.78,7,7,2,5,5,7,1681,12.8,2890.15,4885.15,10.2,0.82,32.0,598.0,138.0,658,6.82,328.1649,9,18.998403,2,6,4,50,0.5,0.72,0.405,0.5,0.79,2.16,1.94,3.5548,3.9,1.47,0.0,6,4,1,0,0,1,684,0.634,53.35,85.05,0.0017,0.25,0.2552,3.2698,0.0279,79,0.84,72.1,2
444,444,FN,g,-283.7136,262.467,31.247,8.0,16.5025715,2.0,16.0,7.5,87.5,0.575,0.735,0.4725,0.575,0.745,3.51,3.315,8.4844,8.855,3.6295,1.5,6.0,6.0,2.0,4.0,0.0,6.0,1541.5,0.867,58.3,81.2,0.001475,0.93,0.3078,3.0313,0.02694,276.0,2.88,164.04745,2,4.991663,0,2,1,11,0.15,0.03,0.135,0.15,0.89,0.94,0.93,3.202,3.11,1.127,3.0,2,2,0,2,0,2,279,0.466,9.9,7.7,0.00045,0.22,0.1052,0.477,0.00192,394,4.08,328.2349,9,18.998403,2,17,8,93,0.65,0.75,0.54,0.65,1.19,3.98,3.78,10.0854,10.41,4.193,3.0,7,7,2,5,0,7,1681,1.1,63.25,85.05,0.0017,1.04,0.3604,3.2698,0.0279,473,4.92,328.1649,7,14.00674,2,15,7,82,0.5,0.72,0.405,0.5,0.3,3.04,2.85,6.8834,7.3,3.066,0.0,5,5,2,3,0,5,1402,0.634,53.35,77.35,0.00125,0.82,0.2552,2.7928,0.02598,79,0.84,-0.07,2
445,445,FNO,g,-333.6996,315.746,45.195,8.0,16.3348476666667,2.0,16.0,7.33333333333333,87.3333333333333,0.583333333333333,0.733333333333333,0.47,0.583333333333333,0.9,3.48666666666667,3.31666666666667,8.44636666666667,8.41666666666667,3.623,1.0,6.0,6.0,2.0,4.0,0.0,6.0,1465.66666666667,0.842333333333333,57.1166666666667,84.1833333333333,0.00146,0.926666666666666,0.279396666666667,3.1575,0.026873333333333,267.0,2.79333333333333,156.356966666667,2,4.991663,0,2,1,11,0.15,0.03,0.135,0.15,0.91,0.94,0.93,3.202,3.11,1.127,3.0,2,2,0,2,0,2,367,0.466,9.9,12.8,0.00045,0.22,0.13781,0.6171,0.00192,394,4.08,328.2349,9,18.998403,2,17,8,93,0.65,0.75,0.54,0.65,1.21,3.98,3.78,10.0854,10.41,4.193,3.0,7,7,2,5,0,7,1681,1.1,63.25,90.15,0.0017,1.04,0.3604,3.4099,0.0279,473,4.92,328.1649,7,14.00674,2,15,7,82,0.5,0.72,0.405,0.5,0.3,3.04,2.85,6.8834,7.3,3.066,0.0,5,5,2,3,0,5,1314,0.634,53.35,77.35,0.00125,0.82,0.22259,2.7928,0.02598,79,0.84,-0.07,3
446,446,FNO2,g,-359.7768,351.307,61.792,8.0,16.25098575,2.0,16.0,7.25,87.25,0.5875,0.7325,0.46875,0.5875,0.9775,3.475,3.3175,8.42735,8.1975,3.61975,0.75,6.0,6.0,2.0,4.0,0.0,6.0,1427.75,0.83,56.525,85.675,0.0014525,0.925,0.265195,3.2206,0.02684,262.5,2.75,152.511725,2,4.991663,0,2,1,11,0.15,0.03,0.135,0.15,0.91,0.94,0.93,3.202,3.11,1.127,3.0,2,2,0,2,0,2,367,0.466,9.9,12.8,0.00045,0.22,0.13781,0.6171,0.00192,394,4.08,328.2349,9,18.998403,2,17,8,93,0.65,0.75,0.54,0.65,1.21,3.98,3.78,10.0854,10.41,4.193,3.0,7,7,2,5,0,7,1681,1.1,63.25,90.15,0.0017,1.04,0.3604,3.4099,0.0279,473,4.92,328.1649,7,14.00674,2,15,7,82,0.5,0.72,0.405,0.5,0.3,3.04,2.85,6.8834,7.3,3.066,0.0,5,5,2,3,0,5,1314,0.634,53.35,77.35,0.00125,0.82,0.22259,2.7928,0.02598,79,0.84,-0.07,4
447,447,FNO3,g,-414.0648,412.839,81.342,8.0,16.2006686,2.0,16.0,7.2,87.2,0.59,0.732,0.468,0.59,1.024,3.468,3.318,8.41594,8.066,3.6178,0.6,6.0,6.0,2.0,4.0,0.0,6.0,1405.0,0.8226,56.17,86.57,0.001448,0.924,0.256674,3.25846,0.02682,259.8,2.724,150.20458,2,4.991663,0,2,1,11,0.15,0.03,0.135,0.15,0.91,0.94,0.93,3.202,3.11,1.127,3.0,2,2,0,2,0,2,367,0.466,9.9,12.8,0.00045,0.22,0.13781,0.6171,0.00192,394,4.08,328.2349,9,18.998403,2,17,8,93,0.65,0.75,0.54,0.65,1.21,3.98,3.78,10.0854,10.41,4.193,3.0,7,7,2,5,0,7,1681,1.1,63.25,90.15,0.0017,1.04,0.3604,3.4099,0.0279,473,4.92,328.1649,7,14.00674,2,15,7,82,0.5,0.72,0.405,0.5,0.3,3.04,2.85,6.8834,7.3,3.066,0.0,5,5,2,3,0,5,1314,0.634,53.35,77.35,0.00125,0.82,0.22259,2.7928,0.02598,79,0.84,-0.07,5
448,448,FNa,g,-288.8832,268.486,33.3,10.0,20.9940855,2.5,9.0,4.5,47.5,1.15,1.13,1.5275,1.15,1.175,2.455,2.335,6.3116,6.63,2.531,0.5,4.0,4.0,1.5,2.5,0.0,4.0,1088.5,12.117,212.15,620.6,0.48635,1.025,1.4266,50.1149,70.51395,94.0,0.9765,190.51595,2,3.991365,1,16,7,91,1.3,0.82,2.245,1.3,0.03,3.05,2.89,7.5476,7.56,3.324,1.0,6,6,1,5,0,6,1185,22.966,317.6,1071.1,0.9693,0.41,2.3428,93.6902,140.9721,30,0.273,275.2979,11,22.989768,3,17,8,93,1.8,1.54,2.65,1.8,1.19,3.98,3.78,10.0854,10.41,4.193,1.0,7,7,2,5,0,7,1681,23.6,370.95,1156.15,0.971,1.23,2.598,96.96,141.0,109,1.113,328.1649,9,18.998403,2,1,1,2,0.5,0.72,0.405,0.5,1.16,0.93,0.89,2.5378,2.85,0.869,0.0,1,1,1,0,0,1,496,0.634,53.35,85.05,0.0017,0.82,0.2552,3.2698,0.0279,79,0.84,52.867,2
449,449,FO,g,-285.6948,264.381,31.561,8.5,17.4989015,2.0,16.5,7.5,90.0,0.55,0.725,0.435,0.55,1.2,3.71,3.55,9.22785,8.975,3.9015,0.0,6.5,6.5,2.0,4.5,0.0,6.5,1497.5,0.7135,54.05,87.6,0.001565,0.87,0.238895,3.33985,0.02732,164.0,1.73,234.57045,1,2.999003,0,1,1,6,0.1,0.01,0.06,0.1,0.02,0.54,0.46,1.7151,2.87,0.583,0.0,1,1,0,1,0,1,367,0.159,1.4,5.10000000000001,0.00027,0.1,0.03261,0.1401,0.00116,170,1.78,187.1889,9,18.998403,2,17,8,93,0.6,0.73,0.465,0.6,1.21,3.98,3.78,10.0854,10.41,4.193,0.0,7,7,2,5,0,7,1681,0.793,54.75,90.15,0.0017,0.92,0.2552,3.4099,0.0279,249,2.62,328.1649,8,15.9994,2,16,7,87,0.5,0.72,0.405,0.5,1.19,3.44,3.32,8.3703,7.54,3.61,0.0,6,6,2,4,0,6,1314,0.634,53.35,85.05,0.00143,0.82,0.22259,3.2698,0.02674,79,0.84,140.976,2
450,450,FOTi,g,-342.9444,329.144,52.029,13.0,27.6259343333333,2.66666666666667,12.3333333333333,6.33333333333333,74.3333333333333,0.833333333333333,0.923333333333333,1.15,0.833333333333333,1.05,2.98666666666667,2.98666666666667,7.1972,7.13333333333333,3.061,1.33333333333333,5.66666666666667,5.0,2.0,3.0,0.666666666666667,5.0,1218.0,5.34233333333333,680.416666666667,1245.11666666667,1.51437666666667,0.753333333333333,5.30926333333333,142.5599,7.31821333333333,266.0,2.77,159.046966666667,14,31.8806,2,13,4,50,0.9,0.6,2.175,0.9,0.46,2.44,1.92,6.9495,6.96,2.813,4.0,3,5,0,5,2,5,1022,13.966,1879.8,3475.1,4.53857,0.4,15.22741,417.7302,21.87326,391,4.01,320.1649,22,47.88,4,17,8,93,1.4,1.32,2.58,1.4,1.21,3.98,3.78,10.0854,10.41,4.193,4.0,7,7,2,5,2,7,1681,14.6,1933.15,3560.15,4.54,0.92,15.45,421.0,21.9,470,4.85,328.1649,8,15.9994,2,4,4,43,0.5,0.72,0.405,0.5,0.75,1.54,1.86,3.1359,3.45,1.38,0.0,4,2,2,0,0,2,659,0.634,53.35,85.05,0.00143,0.52,0.22259,3.2698,0.02674,79,0.84,8.0,3
451,451,FO2,g,-348.8652,329.903,47.019,8.33333333333333,16.9990676666667,2.0,16.3333333333333,7.33333333333333,89.0,0.566666666666667,0.726666666666667,0.445,0.566666666666667,1.20333333333333,3.62,3.47333333333333,8.942,8.49666666666667,3.80433333333333,0.0,6.33333333333333,6.33333333333333,2.0,4.33333333333333,0.0,6.33333333333333,1436.33333333333,0.74,54.2833333333333,88.45,0.00152,0.886666666666667,0.23346,3.3632,0.027126666666667,192.333333333333,2.02666666666667,203.3723,1,2.999003,0,1,1,6,0.1,0.01,0.06,0.1,0.02,0.54,0.46,1.7151,2.87,0.583,0.0,1,1,0,1,0,1,367,0.159,1.4,5.10000000000001,0.00027,0.1,0.03261,0.1401,0.00116,170,1.78,187.1889,9,18.998403,2,17,8,93,0.6,0.73,0.465,0.6,1.21,3.98,3.78,10.0854,10.41,4.193,0.0,7,7,2,5,0,7,1681,0.793,54.75,90.15,0.0017,0.92,0.2552,3.4099,0.0279,249,2.62,328.1649,8,15.9994,2,16,7,87,0.5,0.72,0.405,0.5,1.19,3.44,3.32,8.3703,7.54,3.61,0.0,6,6,2,4,0,6,1314,0.634,53.35,85.05,0.00143,0.82,0.22259,3.2698,0.02674,79,0.84,140.976,3
