,Unnamed: 0,mat_id,composition,volume,density_atomic,density,nsites,crys_sys,spc_grp,A_lat,B_lat,C_lat,alpha,beta,gamma,energy_per_atom,formation_energy_per_atom,energy_above_hull,band_gap,total_magnetization,total_magnetization_normalized_vol,num_magnetic_sites,num_unique_magnetic_sites,min_bond,max_bond,mean_bond,varience_bond,valence_density,electron_density,gilman_density,outer_density,reduced_valence_density,reduced_electron_density,reduced_gilman_density,reduced_outer_density,avg_ Atomic_Number,avg_ Atomic_Weight,avg_Period,avg_group,avg_families,avg_Mendeleev Number,avg_Atomic Radus,avg_ Covalent_Radius,avg_Zunger radii sum,avg_ionic radius,avg_crystal radius,avg_ Pauling_Electronegativity,avg_MB electonegativity,avg_Gordy electonegativity,avg_Mullinke EN,avg_Allred-Rockow electronegativity,avg_metallic valence,avg_number of valence electrons,avg_gilmor number of valence electron,avg_valence s,avg_valence p,avg_valence d,avg_outer shell electrons,avg_1st ionization potential (kJ/mol),avg_polarizability(A^3),avg_Melting point (K),avg_Boiling Point (K),avg_Density (g/mL),avg_specific heat (J/g K) ,avg_heat of fusion (kJ/mol) ,avg_heat of vaporization (kJ/mol) ,avg_thermal conductivity (W/(m K)) ,avg_heat atomization (kJ/mol),avg_Cohesive energy,avg_electron affinity (kJ/mol),diff_ Atomic_Number,diff_ Atomic_Weight,diff_Period,diff_group,diff_families,diff_Mendeleev Number,diff_Atomic Radus,diff_ Covalent_Radius,diff_Zunger radii sum,diff_ionic radius,diff_crystal radius,diff_ Pauling_Electronegativity,diff_MB electonegativity,diff_Gordy electonegativity,diff_Mullinke EN,diff_Allred-Rockow electronegativity,diff_metallic valence,diff_number of valence electrons,diff_gilmor number of valence electron,diff_valence s,diff_valence p,diff_valence d,diff_outer shell electrons,diff_1st ionization potential (kJ/mol),diff_polarizability(A^3),diff_Melting point (K),diff_Boiling Point (K),diff_Density (g/mL),diff_specific heat (J/g K) ,diff_heat of fusion (kJ/mol) ,diff_heat of vaporization (kJ/mol) ,diff_thermal conductivity (W/(m K)) ,diff_heat atomization (kJ/mol),diff_Cohesive energy,diff_electron affinity (kJ/mol),max_ Atomic_Number,max_ Atomic_Weight,max_Period,max_group,max_families,max_Mendeleev Number,max_Atomic Radus,max_ Covalent_Radius,max_Zunger radii sum,max_ionic radius,max_crystal radius,max_ Pauling_Electronegativity,max_MB electonegativity,max_Gordy electonegativity,max_Mullinke EN,max_Allred-Rockow electronegativity,max_metallic valence,max_number of valence electrons,max_gilmor number of valence electron,max_valence s,max_valence p,max_valence d,max_outer shell electrons,max_1st ionization potential (kJ/mol),max_polarizability(A^3),max_Melting point (K),max_Boiling Point (K),max_Density (g/mL),max_specific heat (J/g K) ,max_heat of fusion (kJ/mol) ,max_heat of vaporization (kJ/mol) ,max_thermal conductivity (W/(m K)) ,max_heat atomization (kJ/mol),max_Cohesive energy,max_electron affinity (kJ/mol),min_ Atomic_Number,min_ Atomic_Weight,min_Period,min_group,min_families,min_Mendeleev Number,min_Atomic Radus,min_ Covalent_Radius,min_Zunger radii sum,min_ionic radius,min_crystal radius,min_ Pauling_Electronegativity,min_MB electonegativity,min_Gordy electonegativity,min_Mullinke EN,min_Allred-Rockow electronegativity,min_metallic valence,min_number of valence electrons,min_gilmor number of valence electron,min_valence s,min_valence p,min_valence d,min_outer shell electrons,min_1st ionization potential (kJ/mol),min_polarizability(A^3),min_Melting point (K),min_Boiling Point (K),min_Density (g/mL),min_specific heat (J/g K) ,min_heat of fusion (kJ/mol) ,min_heat of vaporization (kJ/mol) ,min_thermal conductivity (W/(m K)) ,min_heat atomization (kJ/mol),min_Cohesive energy,min_electron affinity (kJ/mol),F_kJ/mol,S _J/K/mol,c_v_J/K/mol,e_kJ/mol
693,7054,mp-2542,Be2 O2,27.5102328881181,6.87755822202952,3.01943710890268,4,6.0,186,2.69427722,2.6942762026731,4.37601889,90.0,90.0,119.999987934955,-7.4465427375,-3.103491949375,0.0,7.4639,0.0,0.0,0,0,1.64577540626911,1.65054531708378,1.64696788397278,4.87543910998059e-06,0.581601764880389,0.872402647320583,0.0,0.436201323660292,1.32475022851318,1.98712534276977,0.0,0.993562671384885,6.0,12.50579,2.0,9.0,4.5,77.0,0.825,0.815,0.7725000000000001,0.825,0.8099999999999999,2.505,2.385,6.08225,6.220000000000001,2.593,1.0,4.0,4.0,2.0,2.0,0.0,4.0,1106.5,3.1965,802.95,1666.65,0.925715,1.37,6.211295,147.90495,100.01337,286.5,2.97,45.488,4.0,6.987219999999999,0.0,14.0,5.0,20.0,0.45,0.17,0.615,0.45,0.8,1.87,1.87,4.5761,2.64,2.034,2.0,4.0,4.0,0.0,4.0,0.0,4.0,415.0,4.807,1496.4,3153.0,1.84857,0.9,11.97741,288.9901,199.97326,75.0,0.6999999999999997,190.976,8.0,15.9994,2.0,16.0,7.0,87.0,1.05,0.9,1.08,1.05,1.21,3.44,3.32,8.3703,7.54,3.61,2.0,6.0,6.0,2.0,4.0,0.0,6.0,1314.0,5.6,1551.15,3243.15,1.85,1.82,12.2,292.4,200.0,324.0,3.32,140.976,4.0,9.01218,2.0,2.0,2.0,67.0,0.6,0.73,0.465,0.6,0.41,1.57,1.45,3.7942,4.9,1.576,0.0,2.0,2.0,2.0,0.0,0.0,2.0,899.0,0.793,54.75,90.15,0.00143,0.92,0.22259,3.4099,0.02674,249.0,2.62,-50.0,41.6852222,28.6512835,51.4067033,50.2806073
694,7057,mp-2574,Zr2 O4,67.7243600811463,11.2873933468577,6.04261961429153,6,4.0,137,3.60016846,3.60016846,5.22515604,90.0,90.0,90.0,-9.92525217166667,-3.77822615416667,0.036239796666667,3.8514,0.0,0.0,0,0,2.07679942522385,2.39304569143376,2.2349225583288,0.026669786904457,0.472503541733847,1.65376239606847,0.059062942716731,0.295314713583655,0.882619405782113,3.0891679202374,0.110327425722764,0.551637128613821,18.666666666666664,41.07426666666667,3.0,12.0,5.999999999999999,72.66666666666667,0.9166666666666664,0.97,1.2516666666666667,0.9166666666666664,1.0933333333333333,2.7366666666666664,2.78,6.7309,6.24,2.8466666666666662,1.3333333333333333,5.333333333333333,4.666666666666667,2.0,2.6666666666666665,0.6666666666666666,4.666666666666667,1089.3333333333333,6.495333333333333,744.8833333333333,1610.1499999999996,2.1709533333333333,0.7033333333333333,5.781726666666666,21.673266666666663,7.584493333333333,369.0,3.83,107.92066666666666,32.0,75.22460000000001,3.0,12.0,3.0,43.0,0.95,0.72,2.3600000000000003,0.95,0.35,2.11,1.62,4.918200000000001,3.9,2.29,4.0,2.0,4.0,0.0,4.0,2.0,4.0,674.0,17.107,2070.4,4560.0,6.50857,0.65,16.67741,54.7901,22.67326,360.0,3.63,99.166,40.0,91.224,5.0,16.0,7.0,87.0,1.55,1.45,2.825,1.55,1.21,3.44,3.32,8.3703,7.54,3.61,4.0,6.0,6.0,2.0,4.0,2.0,6.0,1314.0,17.9,2125.15,4650.15,6.51,0.92,16.9,58.2,22.7,609.0,6.25,140.976,8.0,15.9994,2.0,4.0,4.0,44.0,0.6,0.73,0.465,0.6,0.86,1.33,1.7,3.4521,3.64,1.32,0.0,4.0,2.0,2.0,0.0,0.0,2.0,640.0,0.793,54.75,90.15,0.00143,0.27,0.22259,3.4099,0.02674,249.0,2.62,41.81,24.2397915,112.1246369,113.8424469,57.8771826
695,7058,mp-2589,Mg4 O8,112.581506248198,9.38179218734984,3.32184788119335,12,7.0,205,4.82861247,4.82861247,4.82861247,90.0,90.0,90.0,-5.85282616333333,-2.02160700583333,0.014419860416666,3.7729,0.0,0.0,0,0,1.49578510360042,2.07442581910255,1.9917628597451,0.042517470176103,0.497417398880256,0.994834797760512,0.0,0.355298142057326,1.40484056873496,2.80968113746991,0.0,1.0034575490964,9.333333333333332,18.76793333333333,2.333333333333333,11.333333333333332,5.333333333333333,80.66666666666666,0.8999999999999999,0.94,0.9866666666666666,0.8999999999999999,1.0933333333333333,2.7299999999999995,2.6499999999999995,6.5717,6.276666666666666,2.8376666666666663,0.6666666666666666,4.666666666666667,4.666666666666667,2.0,2.6666666666666665,0.0,4.666666666666667,1122.0,4.061999999999999,343.8833333333333,514.4833333333333,0.5809533333333333,0.9533333333333333,3.13306,44.73993333333333,52.01782666666666,215.3333333333333,2.25,80.65066666666667,4.0,8.3056,1.0,14.0,5.0,19.0,0.9,0.6300000000000001,1.5649999999999995,0.9,0.35,2.13,2.01,5.3958,3.79,2.317,2.0,4.0,4.0,0.0,4.0,0.0,4.0,576.0,9.807,867.4,1273.0,1.73857,0.0999999999999999,8.73141,123.9901,155.97326,101.0,1.11,180.976,12.0,24.305,3.0,16.0,7.0,87.0,1.5,1.36,2.03,1.5,1.21,3.44,3.32,8.3703,7.54,3.61,2.0,6.0,6.0,2.0,4.0,0.0,6.0,1314.0,10.6,922.15,1363.15,1.74,1.02,8.954,127.4,156.0,249.0,2.62,140.976,8.0,15.9994,2.0,2.0,2.0,68.0,0.6,0.73,0.465,0.6,0.86,1.31,1.31,2.9745,3.75,1.293,0.0,2.0,2.0,2.0,0.0,0.0,2.0,738.0,0.793,54.75,90.15,0.00143,0.92,0.22259,3.4099,0.02674,148.0,1.51,-40.0,69.6667431,172.9147826,216.0671709,121.5411779
696,7061,mp-2605,Ca1 O1,27.7710670036323,13.8855335018161,3.35308374867899,2,7.0,225,3.3991410337063,3.39914130154158,3.39914011,60.0000114985154,60.0000088919994,60.0000085907017,-6.782799835,-3.306655539375,0.0,3.6301,0.0,0.0,0,0,2.40355569603289,2.40355569603289,2.40355569603289,0.0,0.288069594119436,1.00824357941802,0.0,0.216052195589577,1.192931730851,4.17526105797851,0.0,0.894698798138252,14.0,28.0387,3.0,9.0,4.5,47.0,1.2,1.235,1.7325,1.2,1.1749999999999998,2.22,2.245,5.69155,4.87,2.322,1.0,4.0,4.0,2.0,2.0,0.0,4.0,952.0,11.7965,583.45,923.65,0.775715,0.775,4.381295,78.35495,100.01337,213.5,2.23,71.673,12.0,24.0786,2.0,14.0,5.0,80.0,1.2000000000000002,1.01,2.535,1.2000000000000002,0.07,2.44,2.15,5.3575,5.34,2.576,2.0,4.0,4.0,0.0,4.0,0.0,4.0,724.0,22.007,1057.4,1667.0,1.54857,0.29,8.317409999999999,149.89010000000002,199.97326,71.0,0.78,138.606,20.0,40.078,4.0,16.0,7.0,87.0,1.8,1.74,3.0,1.8,1.21,3.44,3.32,8.3703,7.54,3.61,2.0,6.0,6.0,2.0,4.0,0.0,6.0,1314.0,22.8,1112.15,1757.15,1.55,0.92,8.54,153.3,200.0,249.0,2.62,140.976,8.0,15.9994,2.0,2.0,2.0,7.0,0.6,0.73,0.465,0.6,1.14,1.0,1.17,3.0128,2.2,1.034,0.0,2.0,2.0,2.0,0.0,0.0,2.0,590.0,0.793,54.75,90.15,0.00143,0.63,0.22259,3.4099,0.02674,178.0,1.84,2.37,5.3491461,39.9704612,41.8974247,17.3402845
698,7067,mp-2652,Y16 O24,596.827690917007,14.9206922729252,5.02612283285872,40,7.0,206,9.18664496684133,9.18664549860247,9.18664537,109.471222578026,109.471223750593,109.47121307983,-9.52628512575,-3.97168345366667,0.0,4.0973,0.0,0.0,0,0,2.24708992454281,2.33467673363716,2.28390339497504,0.001039008222074,0.321700891098062,1.36722878716677,0.026808407591505,0.214467260732042,0.95501048414885,4.05879455763261,0.079584207012404,0.636673656099234,20.4,45.16198,3.2,10.8,5.4,57.0,1.08,1.086,1.455,1.1,1.142,2.552,2.556,6.3839,5.8,2.614,1.2000000000000002,4.8,4.0,2.0,2.4,0.4,4.4,1028.4,9.5558,751.3100000000001,1498.15,1.788858,0.672,4.693554000000001,147.24594000000002,6.896044,318.6,3.3200000000000003,96.4256,31.0,72.90645,3.0,13.0,4.0,75.0,1.2000000000000002,0.8900000000000001,2.475,1.25,0.1699999999999999,2.22,1.91,4.966,4.35,2.49,3.0,3.0,5.0,0.0,4.0,1.0,4.0,714.0,21.907,1741.4,3520.0,4.46857,0.6200000000000001,11.17741,359.5901,17.17326,174.0,1.75,111.376,39.0,88.90585,5.0,16.0,7.0,87.0,1.8,1.62,2.94,1.85,1.21,3.44,3.32,8.3703,7.54,3.61,3.0,6.0,6.0,2.0,4.0,1.0,6.0,1314.0,22.7,1796.15,3610.15,4.47,0.92,11.4,363.0,17.2,423.0,4.37,140.976,8.0,15.9994,2.0,3.0,3.0,12.0,0.6,0.73,0.465,0.6,1.04,1.22,1.41,3.4043,3.19,1.12,0.0,3.0,1.0,2.0,0.0,0.0,2.0,600.0,0.793,54.75,90.15,0.00143,0.3,0.22259,3.4099,0.02674,249.0,2.62,29.6,118.4056882,817.6259871,809.973545,363.6934843
699,7069,mp-2657,Ti4 O8,125.225060135569,10.435421677964,4.23622175438966,12,4.0,136,5.46950205996501,5.46950535295481,5.46950525571297,114.491260579736,107.018455947653,107.023724768715,-9.39488809,-3.46526494361111,0.037221306666666,1.781,0.0,0.0,0,0,1.95180958783629,1.9796565107755,1.96109189548269,0.00018798814962,0.511079810468557,1.21381454986282,0.06388497630857,0.319424881542848,1.25898350996541,2.99008583616785,0.157372938745677,0.786864693728383,12.666666666666666,26.626266666666663,2.6666666666666665,12.0,5.999999999999999,72.33333333333333,0.8666666666666666,0.9266666666666666,1.17,0.8666666666666666,1.0566666666666666,2.806666666666666,2.833333333333333,6.6255,6.176666666666666,2.8666666666666663,1.3333333333333333,5.333333333333333,4.666666666666667,2.0,2.6666666666666665,0.6666666666666666,4.666666666666667,1095.6666666666667,5.395333333333333,680.8833333333333,1246.8166666666666,1.5142866666666666,0.7866666666666666,5.298393333333332,142.6066,7.317826666666666,322.66666666666663,3.3633333333333333,96.65066666666668,14.0,31.8806,2.0,12.0,3.0,44.0,0.7999999999999999,0.5900000000000001,2.115,0.7999999999999999,0.4599999999999999,1.9,1.4599999999999995,5.234400000000001,4.09,2.23,4.0,2.0,4.0,0.0,4.0,2.0,4.0,655.0,13.807,1878.4,3470.0,4.53857,0.4,15.22741,417.5901,21.87326,221.0,2.2299999999999995,132.976,22.0,47.88,4.0,16.0,7.0,87.0,1.4,1.32,2.58,1.4,1.21,3.44,3.32,8.3703,7.54,3.61,4.0,6.0,6.0,2.0,4.0,2.0,6.0,1314.0,14.6,1933.15,3560.15,4.54,0.92,15.45,421.0,21.9,470.0,4.85,140.976,8.0,15.9994,2.0,4.0,4.0,43.0,0.6,0.73,0.465,0.6,0.75,1.54,1.86,3.1359,3.45,1.38,0.0,4.0,2.0,2.0,0.0,0.0,2.0,659.0,0.793,54.75,90.15,0.00143,0.52,0.22259,3.4099,0.02674,249.0,2.62,8.0,23.8528811,113.273347,114.0734053,57.8348852
701,7074,mp-2672,K4 O4,150.316184931596,18.7895231164495,2.43465155455993,8,3.0,64,4.82932164373215,4.82932226638129,6.45041428,90.0,90.0,92.3136615512889,-4.3246242175,-1.296080388375,0.0,2.3575,0.0,0.0,0,0,1.51605921130577,2.69887510493137,2.59721705255969,0.099487174876706,0.186274019745392,0.718485504732225,0.0,0.133052871246708,1.43757737876073,5.5449413180771,0.0,1.02684098482909,13.5,27.54885,3.0,8.5,4.0,45.0,1.4,1.38,2.0775,1.4,1.365,2.13,2.06,5.57925,4.98,2.172,0.5,3.5,3.5,1.5,2.0,0.0,3.5,866.5,22.0965,195.575,561.6500000000001,0.430715,0.835,1.278295,41.63995,51.213370000000005,169.5,1.777,94.6795,11.0,23.0989,2.0,15.0,6.0,84.0,1.6,1.2999999999999998,3.225,1.6,0.31,2.62,2.52,5.5821000000000005,5.12,2.876,1.0,5.0,5.0,1.0,4.0,0.0,5.0,895.0,42.607,281.65,943.0,0.8585699999999999,0.17,2.11141,76.46010000000001,102.37326,159.0,1.686,92.593,19.0,39.0983,4.0,16.0,7.0,87.0,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,1.0,6.0,6.0,2.0,4.0,0.0,6.0,1314.0,43.4,336.4,1033.15,0.86,0.92,2.334,79.87,102.4,249.0,2.62,140.976,8.0,15.9994,2.0,1.0,1.0,3.0,0.6,0.73,0.465,0.6,1.21,0.82,0.8,2.7882,2.42,0.734,0.0,1.0,1.0,1.0,0.0,0.0,1.0,419.0,0.793,54.75,90.15,0.00143,0.75,0.22259,3.4099,0.02674,90.0,0.934,48.383,-2.3363901,237.0839776,175.6646961,68.7888031
702,7089,mp-27140,K4 Sb8 O22,528.288749751408,15.5379044044532,4.65972963806291,34,2.0,12,10.4529736314188,10.4529736314188,7.18537708135402,85.6393678975931,85.6393678975931,42.4647740905667,-6.278431415,-1.97546796336765,0.0,1.8586,0.0,0.0,0,0,1.91545432661661,3.49068311289976,2.50156502515861,0.35022616540711,0.484583478486838,1.24931678047388,0.151432337027137,0.219576888689348,1.61584734513394,4.16585643667344,0.504952295354356,0.732180828263816,19.41176470588235,43.60176470588235,2.9411764705882355,14.0,6.0588235294117645,76.64705882352942,0.9882352941176472,1.0405882352941176,1.150294117647059,0.9882352941176472,1.173529411764706,2.804705882352941,2.7458823529411767,6.919464705882353,6.304705882352941,2.889058823529412,0.8235294117647058,5.176470588235294,5.176470588235294,1.8823529411764703,3.294117647058824,2.3529411764705883,4.470588235294118,1095.764705882353,7.171941176470588,287.7441176470588,702.9735294117648,1.6762194117647058,0.7329411764705882,5.093911176470589,29.75346470588235,17.782008235294118,233.3529411764706,2.4522352941176475,120.69047058823529,43.0,105.7606,3.0,15.0,6.0,84.0,1.6,1.2999999999999998,3.225,1.6,0.62,2.62,2.52,5.5821000000000005,5.12,2.876,3.0,5.0,5.0,1.0,4.0,10.0,5.0,895.0,42.607,849.4,2133.0,6.68857,0.7100000000000001,19.64741,76.46010000000001,102.37326,172.0,1.816,92.593,51.0,121.76,5.0,16.0,7.0,87.0,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,3.0,6.0,6.0,2.0,4.0,10.0,6.0,1314.0,43.4,904.15,2223.15,6.69,0.92,19.87,79.87,102.4,262.0,2.75,140.976,8.0,15.9994,2.0,1.0,1.0,3.0,0.6,0.73,0.465,0.6,0.9,0.82,0.8,2.7882,2.42,0.734,0.0,1.0,1.0,1.0,0.0,0.0,1.0,419.0,0.793,54.75,90.15,0.00143,0.21,0.22259,3.4099,0.02674,90.0,0.934,48.383,102.7304987,748.1554795,634.5580083,327.1771426
703,7096,mp-27169,K4 Ta20 O52,1028.29456258189,13.5301916129196,7.44011926787043,76,3.0,57,5.67532303,10.74385482,16.86424187,90.0,90.0,90.0,-9.85957743828947,-3.29609110443421,0.0,3.1482,0.0,0.0,0,0,1.87261864114542,3.06381558661179,2.16160796544127,0.121871608021227,0.676848857639054,1.8982887501601,0.058349039451643,0.245065965696899,1.23088009844006,3.45212349447556,0.106110353313798,0.445663483917951,25.684210526315788,60.62263157894736,3.1578947368421053,12.31578947368421,5.894736842105264,72.3157894736842,0.9078947368421052,0.9589473684210524,1.246578947368421,0.9078947368421052,1.113157894736842,2.791578947368421,2.824210526315789,7.603742105263158,6.367894736842105,2.861263157894737,1.3684210526315788,5.473684210526316,4.947368421052632,1.947368421052632,2.736842105263158,0.7894736842105263,4.684210526315789,1121.3684210526317,6.274157894736842,915.4684210526316,1615.5710526315788,4.414662631578947,0.7057894736842106,8.59093,202.0630894736842,20.53934842105263,380.89473684210526,3.973368421052632,107.16163157894738,65.0,164.9485,4.0,15.0,6.0,84.0,1.6,1.2999999999999998,3.225,1.6,0.74,2.62,2.52,5.5821000000000005,5.12,2.876,5.0,5.0,5.0,1.0,4.0,3.0,5.0,895.0,42.607,3214.4,5608.0,16.598570000000002,0.78,31.37741,739.5901,102.37326,692.0,7.166,109.976,73.0,180.9479,6.0,16.0,7.0,87.0,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,5.0,6.0,6.0,2.0,4.0,3.0,6.0,1314.0,43.4,3269.15,5698.15,16.6,0.92,31.6,743.0,102.4,782.0,8.1,140.976,8.0,15.9994,2.0,1.0,1.0,3.0,0.6,0.73,0.465,0.6,0.78,0.82,0.8,2.7882,2.42,0.734,0.0,1.0,1.0,1.0,0.0,0.0,1.0,419.0,0.793,54.75,90.15,0.00143,0.14,0.22259,3.4099,0.02674,90.0,0.934,31.0,270.6665915,1494.4187365,1375.7718223,718.9922124
704,7119,mp-27227,Li2 Ag6 O4,167.580775422684,13.965064618557,7.18482341496036,12,3.0,72,5.6550613831904,5.96789488868655,6.44634529004876,117.5737338511,116.016200561889,90.0000114001685,-4.19383725166667,-0.810509201805556,0.0,0.994,0.0,0.0,0,0,2.01609172253378,2.12683446901533,2.08251041158031,0.003016373257132,0.548988986164739,1.90952690839909,0.358036295324829,0.143214518129932,1.06706403538088,3.71152707958568,0.695911327422315,0.278364530968926,26.666666666666668,60.42406666666666,3.5,11.0,4.5,61.66666666666666,1.2416666666666667,1.185,1.6108333333333331,1.2416666666666667,1.1983333333333333,2.275,1.7916666666666663,5.25325,5.234999999999999,2.290333333333333,2.8866666666666667,7.666666666666667,3.166666666666667,1.3333333333333333,1.3333333333333333,5.0,2.6666666666666665,890.1666666666666,8.264333333333333,711.4333333333334,1541.8166666666666,5.340976666666666,1.024166666666667,6.224196666666667,150.74663333333334,228.62558,251.8333333333333,2.62,119.86176666666664,44.0,100.9272,3.0,15.0,6.0,86.0,1.0,0.8999999999999999,1.91,1.0,0.39,2.46,2.42,5.148,4.53,2.698,5.44,10.0,5.0,1.0,4.0,10.0,5.0,794.0,23.507,1180.4,2395.0,10.49857,3.365,11.07741,247.1701,428.97326,123.0,1.3200000000000005,81.3434,47.0,107.8682,5.0,16.0,7.0,87.0,1.6,1.63,2.375,1.6,1.29,3.44,3.32,8.3703,7.54,3.61,5.44,11.0,6.0,2.0,4.0,10.0,6.0,1314.0,24.3,1235.15,2485.15,10.5,3.6,11.3,250.58,429.0,284.0,2.95,140.976,3.0,6.941,2.0,1.0,1.0,1.0,0.6,0.73,0.465,0.6,0.9,0.98,0.9,3.2223,3.01,0.912,0.0,1.0,1.0,1.0,0.0,0.0,1.0,520.0,0.793,54.75,90.15,0.00143,0.235,0.22259,3.4099,0.02674,161.0,1.63,59.6326,-5.1063057,361.1141458,256.9572395,103.2279381
705,7120,mp-27221,Ca2 Hf7 O16,301.110800645538,12.0444320258215,8.74399573058955,25,5.0,148,9.48469139138219,9.48469138651724,9.48469231817986,38.7960029714266,38.7960029976474,38.7960083265408,-10.0536147204,-3.9392730264,0.001803091300003,4.3048,0.0,0.0,0,0,2.0119564041833,2.54427811202072,2.22481079987481,0.032941292251823,0.750554279406413,2.23173661841199,0.046494512883583,0.272325004032415,1.03385228887692,3.07410946073136,0.06404394709857,0.375114547291625,26.88000000000001,63.42305600000001,3.28,11.52,5.760000000000001,68.84,0.962,1.0096,1.3524000000000005,0.962,1.1036,2.6456,2.7028,7.381728000000001,6.065600000000001,2.71792,1.28,5.12,4.56,2.0,2.56,0.56,4.56,1072.68,6.867520000000001,824.0540000000001,1562.75,3.848915200000001,0.6784,7.562457600000001,175.44633600000003,22.4571136,346.9200000000001,3.6272,90.87344,64.0,162.4906,4.0,14.0,5.0,80.0,1.2000000000000002,1.01,2.535,1.2000000000000002,0.36,2.44,2.15,5.3575,5.34,2.576,4.0,4.0,4.0,0.0,4.0,2.0,4.0,724.0,22.007,2445.4,4783.0,13.298570000000002,0.78,23.83741,571.5901,199.97326,441.0,4.6000000000000005,139.336,72.0,178.49,6.0,16.0,7.0,87.0,1.8,1.74,3.0,1.8,1.21,3.44,3.32,8.3703,7.54,3.61,4.0,6.0,6.0,2.0,4.0,2.0,6.0,1314.0,22.8,2500.15,4873.15,13.3,0.92,24.06,575.0,200.0,619.0,6.44,140.976,8.0,15.9994,2.0,2.0,2.0,7.0,0.6,0.73,0.465,0.6,0.85,1.0,1.17,3.0128,2.2,1.034,0.0,2.0,2.0,2.0,0.0,0.0,2.0,590.0,0.793,54.75,90.15,0.00143,0.14,0.22259,3.4099,0.02674,178.0,1.84,1.64,89.5980766,484.0601868,469.8333908,234.8161327
706,7126,mp-27247,Na12 Nb4 O16,388.049708113513,12.1265533785473,3.8662203394828,32,2.0,12,8.53442466764811,8.53442466764811,5.71340387237666,77.5945568803891,77.5945568803891,98.8921629489841,-6.7444422390625,-2.5124877683944,0.0,3.7689,0.0,0.0,0,0,1.90213180364519,2.72790860288654,2.31752618599075,0.038286485053841,0.329854648318811,1.09264352255606,0.041231831039851,0.206159155199257,1.03460218217545,3.42711972845617,0.129325272771931,0.646626363859655,13.25,28.2341605,2.75,9.0,4.375,50.125,1.15625,1.11,1.5712499999999998,1.15625,1.1375,2.26875,2.2475,5.574612500000001,5.33875,2.307125,1.0,4.0,3.75,1.5,2.0,0.5,3.5,924.5,11.209,509.125,1105.525,1.43609,0.95375,4.385545,123.31495,59.60087,256.125,2.6736250000000004,101.3777375,33.0,76.90698,3.0,15.0,6.0,85.0,1.2000000000000002,0.81,2.295,1.2000000000000002,0.4299999999999999,2.51,2.43,5.8325000000000005,4.69,2.741,5.0,5.0,5.0,1.0,4.0,4.0,5.0,818.0,22.807,2686.4,4925.0,8.568570000000001,0.97,26.17741,678.5901,140.97326,617.0,6.457000000000001,88.10900000000001,41.0,92.90638,5.0,16.0,7.0,87.0,1.8,1.54,2.76,1.8,1.21,3.44,3.32,8.3703,7.54,3.61,5.0,6.0,6.0,2.0,4.0,4.0,6.0,1314.0,23.6,2741.15,5015.15,8.57,1.23,26.4,682.0,141.0,726.0,7.57,140.976,8.0,15.9994,2.0,1.0,1.0,2.0,0.6,0.73,0.465,0.6,0.78,0.93,0.89,2.5378,2.85,0.869,0.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,0.793,54.75,90.15,0.00143,0.26,0.22259,3.4099,0.02674,109.0,1.113,52.867,85.0387073,690.4650494,648.7535505,292.1782221
707,7129,mp-27253,Au4 O6,132.653633468081,13.2653633468081,11.0640656017973,10,3.0,43,3.9106853548766,5.6192654922306,6.72926850486048,84.1968448663065,73.1077445688025,69.6367275694409,-4.736182798,-0.45861677125,0.0,0.869,0.0,0.0,0,0,1.96372657114933,2.07344271877623,2.0226863409526,0.001616302452328,1.02522634657214,2.74398816288425,0.301537160756511,0.211076012529558,1.22920456995399,3.28992987840628,0.361530755868822,0.253071529108175,36.4,88.386256,3.6000000000000005,14.0,5.800000000000001,78.6,0.9,0.974,1.343,0.9,1.33,3.08,2.468,8.21382,6.832,2.934,2.176,8.0,4.4,1.6,2.4,4.0,4.0,1144.4,2.9158,567.71,1395.35,7.720858000000001,0.6032000000000001,5.153554000000001,135.80594,126.816044,295.8,3.096,173.6844,71.0,180.96714,4.0,5.0,3.0,21.0,0.7500000000000001,0.6100000000000001,2.1950000000000003,0.7500000000000001,0.3,0.8999999999999999,2.13,0.3912000000000004,1.7700000000000005,1.69,5.44,5.0,4.0,1.0,4.0,10.0,5.0,424.0,5.307,1282.4,3263.0,19.29857,0.792,12.32741,330.9901,316.97326,117.0,1.19,81.77100000000002,79.0,196.96654,6.0,16.0,7.0,87.0,1.35,1.34,2.66,1.35,1.51,3.44,3.32,8.3703,7.54,3.61,5.44,11.0,6.0,2.0,4.0,10.0,6.0,1314.0,6.1,1337.15,3353.15,19.3,0.92,12.55,334.4,317.0,366.0,3.81,222.747,8.0,15.9994,2.0,11.0,4.0,66.0,0.6,0.73,0.465,0.6,1.21,2.54,1.19,7.9791,5.77,1.92,0.0,6.0,2.0,1.0,0.0,0.0,1.0,890.0,0.793,54.75,90.15,0.00143,0.128,0.22259,3.4099,0.02674,249.0,2.62,140.976,30.7822925,216.6501728,190.008101,95.7773443
